Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name
13716.0,269,1,138.28,5,1,1,7,New Customers,1,Inactive Customers
13717.0,32,6,1380.87,2,1,4,7,At Risk,0,Inactive Customers
13718.0,246,2,306.55,5,1,2,8,New Customers,1,Inactive Customers
13719.0,15,5,1016.68,2,1,4,7,At Risk,0,Inactive Customers
13720.0,117,4,705.7,4,1,3,8,Promising,0,Inactive Customers
13721.0,36,1,524.14,3,1,3,7,Others,0,Inactive Customers
13722.0,132,3,2314.93,4,1,5,10,Promising,0,Inactive Customers
13723.0,217,1,199.85,5,1,1,7,New Customers,1,Inactive Customers
13725.0,50,8,1980.56,3,1,5,9,Others,0,Inactive Customers
13726.0,39,2,1079.66,3,1,4,8,Others,0,Inactive Customers
13727.0,29,2,333.48,2,1,2,5,About to Sleep,0,Inactive Customers
13728.0,37,6,1016.14,3,1,4,8,Others,0,Inactive Customers
13730.0,136,2,752.6,4,1,3,8,Promising,0,Inactive Customers
13731.0,219,2,610.59,5,1,3,9,Promising,1,Inactive Customers
13732.0,28,1,491.86,2,1,3,6,At Risk,0,Inactive Customers
13735.0,25,4,2820.44,2,1,5,8,At Risk,0,Inactive Customers
13736.0,5,2,664.1,1,1,3,5,At Risk,0,Inactive Customers
13737.0,200,1,339.6,5,1,2,8,New Customers,1,Inactive Customers
13739.0,18,1,216.9,2,1,1,4,About to Sleep,0,Inactive Customers
13740.0,241,1,350.75,5,1,2,8,New Customers,1,Inactive Customers
13741.0,72,3,668.4300000000001,4,1,3,8,Promising,0,Inactive Customers
13742.0,17,12,2997.42,2,1,5,8,At Risk,0,Inactive Customers
13743.0,3,7,1202.4,1,1,4,6,At Risk,0,Inactive Customers
13744.0,95,2,1114.6,4,1,4,9,Promising,0,Inactive Customers
13745.0,162,1,300.04,4,1,2,7,New Customers,1,Inactive Customers
13747.0,374,1,79.6,5,1,1,7,New Customers,1,Inactive Customers
13748.0,96,5,948.25,4,1,4,9,Promising,0,Inactive Customers
13750.0,54,5,1647.26,3,1,4,8,Others,0,Inactive Customers
13751.0,288,1,296.25,5,1,2,8,New Customers,1,Inactive Customers
13752.0,124,6,1140.33,4,1,4,9,Promising,0,Inactive Customers
13753.0,288,1,741.26,5,1,3,9,Promising,1,Inactive Customers
13754.0,152,2,282.6,4,1,2,7,New Customers,1,Inactive Customers
13755.0,4,9,2098.45,1,1,5,7,At Risk,0,Inactive Customers
13756.0,2,14,4834.320000000001,1,1,5,7,At Risk,2,High-Value Active Customers
13758.0,12,7,3079.82,1,1,5,7,At Risk,0,Inactive Customers
13759.0,33,2,659.4100000000001,2,1,3,6,At Risk,0,Inactive Customers
13760.0,54,2,286.79,3,1,2,6,About to Sleep,0,Inactive Customers
13761.0,50,2,1070.65,3,1,4,8,Others,0,Inactive Customers
13762.0,219,1,306.72,5,1,2,8,New Customers,1,Inactive Customers
13763.0,63,1,1714.96,3,1,4,8,Others,0,Inactive Customers
13764.0,71,3,1521.76,3,1,4,8,Others,0,Inactive Customers
13767.0,2,37,15389.96,1,1,5,7,At Risk,2,High-Value Active Customers
13769.0,2,10,2728.71,1,1,5,7,At Risk,0,Inactive Customers
13771.0,64,4,2634.45,3,1,5,9,Others,0,Inactive Customers
13772.0,34,3,1115.18,3,1,4,8,Others,0,Inactive Customers
13774.0,82,1,345.0,4,1,2,7,New Customers,0,Inactive Customers
13777.0,1,29,12627.52,1,1,5,7,At Risk,2,High-Value Active Customers
13778.0,103,1,178.7,4,1,1,6,New Customers,0,Inactive Customers
13780.0,7,2,257.26,1,1,2,4,At Risk,0,Inactive Customers
13781.0,251,1,127.84,5,1,1,7,New Customers,1,Inactive Customers
13782.0,13,6,912.0,1,1,4,6,At Risk,0,Inactive Customers
13784.0,10,8,1935.75,1,1,5,7,At Risk,0,Inactive Customers
13786.0,367,1,230.4,5,1,1,7,New Customers,1,Inactive Customers
13787.0,76,2,309.04,4,1,2,7,New Customers,0,Inactive Customers
13790.0,4,1,348.79999999999995,1,1,2,4,At Risk,0,Inactive Customers
13791.0,128,2,1226.0,4,1,4,9,Promising,0,Inactive Customers
13792.0,66,2,195.55,3,1,1,5,About to Sleep,0,Inactive Customers
13798.0,1,55,31591.87,1,2,5,8,At Risk,2,High-Value Active Customers
13799.0,117,2,688.86,4,1,3,8,Promising,0,Inactive Customers
13800.0,310,1,526.4200000000001,5,1,3,9,Promising,1,Inactive Customers
13801.0,67,1,324.8,3,1,2,6,About to Sleep,0,Inactive Customers
13802.0,139,3,4057.42,4,1,5,10,Promising,0,Inactive Customers
13803.0,255,1,277.07,5,1,2,8,New Customers,1,Inactive Customers
13804.0,31,7,2601.89,2,1,5,8,At Risk,0,Inactive Customers
13805.0,52,2,563.0,3,1,3,7,Others,0,Inactive Customers
13806.0,64,1,256.38,3,1,2,6,About to Sleep,0,Inactive Customers
13807.0,367,1,112.6,5,1,1,7,New Customers,1,Inactive Customers
13808.0,6,5,1687.76,1,1,4,6,At Risk,0,Inactive Customers
13809.0,305,1,155.05,5,1,1,7,New Customers,1,Inactive Customers
13810.0,29,2,725.8100000000001,2,1,3,6,At Risk,0,Inactive Customers
13811.0,184,2,519.75,5,1,3,9,Promising,1,Inactive Customers
13812.0,42,3,485.0,3,1,3,7,Others,0,Inactive Customers
13813.0,40,4,1168.86,3,1,4,8,Others,0,Inactive Customers
13814.0,92,2,1477.42,4,1,4,9,Promising,0,Inactive Customers
13815.0,22,4,3487.08,2,1,5,8,At Risk,0,Inactive Customers
13816.0,24,2,459.72,2,1,3,6,At Risk,0,Inactive Customers
13817.0,29,2,328.98,2,1,2,5,About to Sleep,0,Inactive Customers
13819.0,302,3,1140.35,5,1,4,10,Promising,1,Inactive Customers
13821.0,145,2,385.64,4,1,2,7,New Customers,1,Inactive Customers
13822.0,6,2,615.35,1,1,3,5,At Risk,0,Inactive Customers
13823.0,19,2,957.66,2,1,4,7,At Risk,0,Inactive Customers
13824.0,33,5,1698.94,2,1,4,7,At Risk,0,Inactive Customers
13826.0,176,1,189.5,4,1,1,6,New Customers,1,Inactive Customers
13827.0,58,3,378.15,3,1,2,6,About to Sleep,0,Inactive Customers
13828.0,22,1,209.49,2,1,1,4,About to Sleep,0,Inactive Customers
13831.0,16,6,1876.59,2,1,4,7,At Risk,0,Inactive Customers
13832.0,19,1,52.2,2,1,1,4,About to Sleep,0,Inactive Customers
13833.0,159,1,384.8,4,1,2,7,New Customers,1,Inactive Customers
13835.0,25,4,817.62,2,1,3,6,At Risk,0,Inactive Customers
13837.0,212,2,271.24,5,1,2,8,New Customers,1,Inactive Customers
13838.0,6,4,691.73,1,1,3,5,At Risk,0,Inactive Customers
13841.0,253,1,85.0,5,1,1,7,New Customers,1,Inactive Customers
13842.0,59,9,3228.07,3,1,5,9,Others,0,Inactive Customers
13844.0,11,1,361.62,1,1,2,4,At Risk,0,Inactive Customers
13845.0,65,1,312.98,3,1,2,6,About to Sleep,0,Inactive Customers
13846.0,25,3,848.4100000000001,2,1,3,6,At Risk,0,Inactive Customers
13848.0,298,1,135.0,5,1,1,7,New Customers,1,Inactive Customers
13849.0,52,2,1537.95,3,1,4,8,Others,0,Inactive Customers
13850.0,129,1,1595.48,4,1,4,9,Promising,0,Inactive Customers
13851.0,96,3,1763.46,4,1,4,9,Promising,0,Inactive Customers
13853.0,57,1,1090.14,3,1,4,8,Others,0,Inactive Customers
13854.0,9,25,8109.519999999999,1,1,5,7,At Risk,2,High-Value Active Customers
13856.0,169,3,294.9,4,1,2,7,New Customers,1,Inactive Customers
13858.0,57,1,216.17,3,1,1,5,About to Sleep,0,Inactive Customers
13859.0,326,1,201.16,5,1,1,7,New Customers,1,Inactive Customers
13860.0,1,5,1245.9,1,1,4,6,At Risk,0,Inactive Customers
13862.0,18,8,2209.36,2,1,5,8,At Risk,0,Inactive Customers
13863.0,248,1,305.78,5,1,2,8,New Customers,1,Inactive Customers
13865.0,58,4,501.56,3,1,3,7,Others,0,Inactive Customers
13866.0,74,1,145.67,4,1,1,6,New Customers,0,Inactive Customers
13867.0,31,3,1015.29,2,1,4,7,At Risk,0,Inactive Customers
13868.0,39,1,507.54,3,1,3,7,Others,0,Inactive Customers
13869.0,123,4,3104.9500000000003,4,1,5,10,Promising,0,Inactive Customers
13870.0,2,8,2737.04,1,1,5,7,At Risk,0,Inactive Customers
13871.0,23,13,6403.25,2,1,5,8,At Risk,2,High-Value Active Customers
13873.0,120,3,389.6,4,1,2,7,New Customers,0,Inactive Customers
13874.0,358,1,361.7,5,1,2,8,New Customers,1,Inactive Customers
13875.0,54,5,1786.79,3,1,4,8,Others,0,Inactive Customers
13876.0,64,1,122.7,3,1,1,5,About to Sleep,0,Inactive Customers
13877.0,86,1,117.24,4,1,1,6,New Customers,0,Inactive Customers
13878.0,55,1,1247.63,3,1,4,8,Others,0,Inactive Customers
13880.0,21,13,3185.87,2,1,5,8,At Risk,0,Inactive Customers
13881.0,4,19,12198.88,1,1,5,7,At Risk,2,High-Value Active Customers
13882.0,3,5,1081.28,1,1,4,6,At Risk,0,Inactive Customers
13883.0,11,5,2640.58,1,1,5,7,At Risk,0,Inactive Customers
13884.0,7,5,787.6,1,1,3,5,At Risk,0,Inactive Customers
13885.0,189,2,506.8,5,1,3,9,Promising,1,Inactive Customers
13886.0,71,1,243.56,3,1,2,6,About to Sleep,0,Inactive Customers
13887.0,204,1,349.55,5,1,2,8,New Customers,1,Inactive Customers
13888.0,120,2,605.63,4,1,3,8,Promising,0,Inactive Customers
13889.0,93,1,416.9,4,1,2,7,New Customers,0,Inactive Customers
13890.0,1,10,1883.81,1,1,4,6,At Risk,0,Inactive Customers
13892.0,27,4,518.13,2,1,3,6,At Risk,0,Inactive Customers
13893.0,298,1,821.1,5,1,3,9,Promising,1,Inactive Customers
13894.0,24,3,564.62,2,1,3,6,At Risk,0,Inactive Customers
13895.0,28,4,2593.07,2,1,5,8,At Risk,0,Inactive Customers
13897.0,50,1,311.16,3,1,2,6,About to Sleep,0,Inactive Customers
13898.0,326,1,155.93,5,1,1,7,New Customers,1,Inactive Customers
13899.0,16,2,388.52,2,1,2,5,About to Sleep,0,Inactive Customers
13900.0,183,3,740.95,5,1,3,9,Promising,1,Inactive Customers
13901.0,72,5,2762.35,4,1,5,10,Promising,0,Inactive Customers
13904.0,37,2,332.64,3,1,2,6,About to Sleep,0,Inactive Customers
13908.0,80,4,2319.55,4,1,5,10,Promising,0,Inactive Customers
13911.0,57,9,2288.11,3,1,5,9,Others,0,Inactive Customers
13914.0,12,2,626.45,1,1,3,5,At Risk,0,Inactive Customers
13917.0,50,2,272.04,3,1,2,6,About to Sleep,0,Inactive Customers
13918.0,50,2,828.84,3,1,3,7,Others,0,Inactive Customers
13919.0,59,2,331.86,3,1,2,6,About to Sleep,0,Inactive Customers
13922.0,352,1,172.25,5,1,1,7,New Customers,1,Inactive Customers
13923.0,54,1,351.13,3,1,2,6,About to Sleep,0,Inactive Customers
13924.0,2,6,1804.95,1,1,4,6,At Risk,0,Inactive Customers
13925.0,93,4,593.5,4,1,3,8,Promising,0,Inactive Customers
13926.0,23,1,183.9,2,1,1,4,About to Sleep,0,Inactive Customers
13927.0,75,1,348.99,4,1,2,7,New Customers,0,Inactive Customers
13928.0,11,4,464.57,1,1,3,5,At Risk,0,Inactive Customers
13929.0,169,2,842.65,4,1,3,8,Promising,1,Inactive Customers
13930.0,58,2,337.34,3,1,2,6,About to Sleep,0,Inactive Customers
13931.0,96,2,1237.53,4,1,4,9,Promising,0,Inactive Customers
13932.0,295,1,307.4,5,1,2,8,New Customers,1,Inactive Customers
13933.0,109,2,608.79,4,1,3,8,Promising,0,Inactive Customers
13934.0,264,1,922.1,5,1,4,10,Promising,1,Inactive Customers
13936.0,180,1,376.58,5,1,2,8,New Customers,1,Inactive Customers
13937.0,169,1,158.85,4,1,1,6,New Customers,1,Inactive Customers
13938.0,35,1,71.66,3,1,1,5,About to Sleep,0,Inactive Customers
13939.0,23,3,568.55,2,1,3,6,At Risk,0,Inactive Customers
13940.0,17,4,839.14,2,1,3,6,At Risk,0,Inactive Customers
13941.0,22,5,4187.08,2,1,5,8,At Risk,0,Inactive Customers
13946.0,79,3,496.05,4,1,3,8,Promising,0,Inactive Customers
13947.0,65,1,90.6,3,1,1,5,About to Sleep,0,Inactive Customers
13948.0,361,1,102.0,5,1,1,7,New Customers,1,Inactive Customers
13949.0,3,6,2427.32,1,1,5,7,At Risk,0,Inactive Customers
13950.0,11,4,628.36,1,1,3,5,At Risk,0,Inactive Customers
13951.0,176,3,674.45,4,1,3,8,Promising,1,Inactive Customers
13952.0,218,2,3217.1710000000003,5,1,5,11,Promising,1,Inactive Customers
13953.0,7,2,265.68,1,1,2,4,At Risk,0,Inactive Customers
13954.0,2,2,340.22,1,1,2,4,At Risk,0,Inactive Customers
13955.0,154,2,322.96,4,1,2,7,New Customers,1,Inactive Customers
13956.0,5,5,996.47,1,1,4,6,At Risk,0,Inactive Customers
13959.0,79,3,598.2,4,1,3,8,Promising,0,Inactive Customers
13960.0,21,2,230.22,2,1,1,4,About to Sleep,0,Inactive Customers
13962.0,22,2,147.6,2,1,1,4,About to Sleep,0,Inactive Customers
13963.0,308,4,664.54,5,1,3,9,Promising,1,Inactive Customers
13967.0,146,1,80.7,4,1,1,6,New Customers,1,Inactive Customers
13969.0,7,18,8758.99,1,1,5,7,At Risk,2,High-Value Active Customers
13971.0,19,8,2758.26,2,1,5,8,At Risk,0,Inactive Customers
13972.0,71,2,190.25,3,1,1,5,About to Sleep,0,Inactive Customers
13973.0,287,1,264.7,5,1,2,8,New Customers,1,Inactive Customers
13974.0,49,1,413.59,3,1,2,6,About to Sleep,0,Inactive Customers
13975.0,31,6,2526.28,2,1,5,8,At Risk,0,Inactive Customers
13976.0,207,1,357.98,5,1,2,8,New Customers,1,Inactive Customers
13978.0,15,2,196.79,2,1,1,4,About to Sleep,0,Inactive Customers
13979.0,73,1,869.87,4,1,3,8,Promising,0,Inactive Customers
13980.0,60,1,200.14,3,1,1,5,About to Sleep,0,Inactive Customers
13982.0,39,4,1871.81,3,1,4,8,Others,0,Inactive Customers
13983.0,30,10,1733.43,2,1,4,7,At Risk,0,Inactive Customers
13984.0,27,4,488.03,2,1,3,6,At Risk,0,Inactive Customers
13985.0,4,15,7028.2300000000005,1,1,5,7,At Risk,2,High-Value Active Customers
13986.0,17,1,239.82,2,1,2,5,About to Sleep,0,Inactive Customers
13988.0,20,6,4051.06,2,1,5,8,At Risk,0,Inactive Customers
13989.0,66,2,1029.92,3,1,4,8,Others,0,Inactive Customers
13990.0,213,1,311.3,5,1,2,8,New Customers,1,Inactive Customers
13991.0,12,6,855.97,1,1,3,5,At Risk,0,Inactive Customers
13992.0,30,1,76.8,2,1,1,4,About to Sleep,0,Inactive Customers
13993.0,43,9,3277.66,3,1,5,9,Others,0,Inactive Customers
13994.0,4,6,2313.14,1,1,5,7,At Risk,0,Inactive Customers
13995.0,15,5,1393.69,2,1,4,7,At Risk,0,Inactive Customers
13999.0,10,12,3901.81,1,1,5,7,At Risk,0,Inactive Customers
14000.0,211,1,500.3,5,1,3,9,Promising,1,Inactive Customers
14001.0,46,3,2043.08,3,1,5,9,Others,0,Inactive Customers
14002.0,134,2,512.78,4,1,3,8,Promising,0,Inactive Customers
14004.0,43,7,4582.64,3,1,5,9,Others,0,Inactive Customers
14005.0,10,5,2773.92,1,1,5,7,At Risk,0,Inactive Customers
14006.0,116,3,946.24,4,1,4,9,Promising,0,Inactive Customers
14009.0,198,2,695.61,5,1,3,9,Promising,1,Inactive Customers
14012.0,278,1,328.8,5,1,2,8,New Customers,1,Inactive Customers
14013.0,110,3,473.02,4,1,3,8,Promising,0,Inactive Customers
14014.0,77,1,505.18,4,1,3,8,Promising,0,Inactive Customers
14015.0,53,1,917.34,3,1,4,8,Others,0,Inactive Customers
14016.0,162,4,4226.21,4,1,5,10,Promising,1,Inactive Customers
14019.0,47,3,1369.77,3,1,4,8,Others,0,Inactive Customers
14020.0,17,2,642.8,2,1,3,6,At Risk,0,Inactive Customers
14021.0,155,3,631.9,4,1,3,8,Promising,1,Inactive Customers
14022.0,225,1,440.0,5,1,2,8,New Customers,1,Inactive Customers
14023.0,7,2,584.07,1,1,3,5,At Risk,0,Inactive Customers
14024.0,122,2,327.7,4,1,2,7,New Customers,0,Inactive Customers
14027.0,61,1,104.82,3,1,1,5,About to Sleep,0,Inactive Customers
14029.0,63,2,467.66,3,1,3,7,Others,0,Inactive Customers
14030.0,18,8,1783.44,2,1,4,7,At Risk,0,Inactive Customers
14031.0,7,17,12308.78,1,1,5,7,At Risk,2,High-Value Active Customers
14032.0,2,11,2975.59,1,1,5,7,At Risk,0,Inactive Customers
14034.0,22,3,564.02,2,1,3,6,At Risk,0,Inactive Customers
14035.0,29,5,1413.02,2,1,4,7,At Risk,0,Inactive Customers
14036.0,285,1,626.65,5,1,3,9,Promising,1,Inactive Customers
14037.0,176,2,147.20000000000002,4,1,1,6,New Customers,1,Inactive Customers
14038.0,78,3,1560.38,4,1,4,9,Promising,0,Inactive Customers
14039.0,33,1,152.2,2,1,1,4,About to Sleep,0,Inactive Customers
14040.0,41,12,3614.92,3,1,5,9,Others,0,Inactive Customers
14041.0,266,1,141.41,5,1,1,7,New Customers,1,Inactive Customers
14044.0,27,4,602.87,2,1,3,6,At Risk,0,Inactive Customers
14045.0,109,2,1090.8,4,1,4,9,Promising,0,Inactive Customers
14046.0,284,1,154.99,5,1,1,7,New Customers,1,Inactive Customers
14047.0,9,5,1308.61,1,1,4,6,At Risk,0,Inactive Customers
14048.0,305,1,409.93,5,1,2,8,New Customers,1,Inactive Customers
14049.0,17,4,5514.97,2,1,5,8,At Risk,0,Inactive Customers
14050.0,32,2,746.36,2,1,3,6,At Risk,0,Inactive Customers
14051.0,1,23,15595.39,1,1,5,7,At Risk,2,High-Value Active Customers
14052.0,20,1,225.36,2,1,1,4,About to Sleep,0,Inactive Customers
14053.0,124,2,260.25,4,1,2,7,New Customers,0,Inactive Customers
14054.0,65,1,92.46,3,1,1,5,About to Sleep,0,Inactive Customers
14055.0,106,1,725.6400000000001,4,1,3,8,Promising,0,Inactive Customers
14056.0,1,23,8214.65,1,1,5,7,At Risk,2,High-Value Active Customers
14057.0,24,16,5831.32,2,1,5,8,At Risk,2,High-Value Active Customers
14059.0,267,1,183.6,5,1,1,7,New Customers,1,Inactive Customers
14060.0,5,19,5895.62,1,1,5,7,At Risk,2,High-Value Active Customers
14062.0,10,12,10139.65,1,1,5,7,At Risk,2,High-Value Active Customers
14064.0,29,5,1042.7,2,1,4,7,At Risk,0,Inactive Customers
14066.0,267,1,152.55,5,1,1,7,New Customers,1,Inactive Customers
14067.0,64,2,355.75,3,1,2,6,About to Sleep,0,Inactive Customers
14068.0,320,1,265.85,5,1,2,8,New Customers,1,Inactive Customers
14071.0,4,8,1421.87,1,1,4,6,At Risk,0,Inactive Customers
14073.0,32,1,151.04,2,1,1,4,About to Sleep,0,Inactive Customers
14075.0,5,3,942.26,1,1,4,6,At Risk,0,Inactive Customers
14076.0,129,1,105.52,4,1,1,6,New Customers,0,Inactive Customers
14077.0,41,5,499.42,3,1,3,7,Others,0,Inactive Customers
14078.0,102,6,1049.37,4,1,4,9,Promising,0,Inactive Customers
14079.0,125,1,343.2,4,1,2,7,New Customers,0,Inactive Customers
14080.0,33,1,45.6,2,1,1,4,About to Sleep,0,Inactive Customers
14081.0,302,2,934.52,5,1,4,10,Promising,1,Inactive Customers
14082.0,365,1,182.25,5,1,1,7,New Customers,1,Inactive Customers
14083.0,4,9,1001.48,1,1,4,6,At Risk,0,Inactive Customers
14085.0,2,18,4398.69,1,1,5,7,At Risk,2,High-Value Active Customers
14087.0,3,1,194.42,1,1,1,3,Hibernating,0,Inactive Customers
14088.0,10,13,49368.61,1,1,5,7,At Risk,2,High-Value Active Customers
14089.0,57,1,161.0,3,1,1,5,About to Sleep,0,Inactive Customers
14090.0,325,1,76.32000000000001,5,1,1,7,New Customers,1,Inactive Customers
14092.0,8,14,4076.91,1,1,5,7,At Risk,2,High-Value Active Customers
14093.0,12,1,442.85,1,1,2,4,At Risk,0,Inactive Customers
14096.0,4,17,47835.37,1,1,5,7,At Risk,2,High-Value Active Customers
14098.0,37,1,147.35,3,1,1,5,About to Sleep,0,Inactive Customers
14099.0,16,11,3087.2200000000003,2,1,5,8,At Risk,0,Inactive Customers
14100.0,138,1,194.9,4,1,1,6,New Customers,0,Inactive Customers
14101.0,74,6,2885.99,4,1,5,10,Promising,0,Inactive Customers
14102.0,5,5,1360.28,1,1,4,6,At Risk,0,Inactive Customers
14104.0,166,1,77.36,4,1,1,6,New Customers,1,Inactive Customers
14105.0,239,1,1266.23,5,1,4,10,Promising,1,Inactive Customers
14107.0,52,7,2703.23,3,1,5,9,Others,0,Inactive Customers
14108.0,31,2,581.26,2,1,3,6,At Risk,0,Inactive Customers
14109.0,73,1,144.2,4,1,1,6,New Customers,0,Inactive Customers
14110.0,4,12,5683.15,1,1,5,7,At Risk,2,High-Value Active Customers
14111.0,14,4,598.65,1,1,3,5,At Risk,0,Inactive Customers
14112.0,23,7,2915.15,2,1,5,8,At Risk,0,Inactive Customers
14113.0,4,4,1840.42,1,1,4,6,At Risk,0,Inactive Customers
14114.0,274,2,284.83,5,1,2,8,New Customers,1,Inactive Customers
14116.0,20,5,1382.74,2,1,4,7,At Risk,0,Inactive Customers
14117.0,144,1,90.0,4,1,1,6,New Customers,1,Inactive Customers
14121.0,4,4,2713.5,1,1,5,7,At Risk,0,Inactive Customers
14124.0,84,1,118.08,4,1,1,6,New Customers,0,Inactive Customers
14125.0,11,3,2681.53,1,1,5,7,At Risk,0,Inactive Customers
14126.0,8,3,385.85,1,1,2,4,At Risk,0,Inactive Customers
14127.0,123,3,709.71,4,1,3,8,Promising,0,Inactive Customers
14128.0,61,2,637.5,3,1,3,7,Others,0,Inactive Customers
14129.0,2,5,1123.86,1,1,4,6,At Risk,0,Inactive Customers
14130.0,319,1,483.86,5,1,3,9,Promising,1,Inactive Customers
14132.0,2,11,3586.03,1,1,5,7,At Risk,0,Inactive Customers
14133.0,130,3,569.69,4,1,3,8,Promising,0,Inactive Customers
14135.0,2,15,4478.31,1,1,5,7,At Risk,2,High-Value Active Customers
14138.0,2,2,982.38,1,1,4,6,At Risk,0,Inactive Customers
14139.0,46,1,415.82,3,1,2,6,About to Sleep,0,Inactive Customers
14140.0,4,2,935.05,1,1,4,6,At Risk,0,Inactive Customers
14141.0,3,4,915.13,1,1,4,6,At Risk,0,Inactive Customers
14142.0,373,1,311.81,5,1,2,8,New Customers,1,Inactive Customers
14143.0,134,1,115.8,4,1,1,6,New Customers,0,Inactive Customers
14145.0,47,4,3742.2,3,1,5,9,Others,0,Inactive Customers
14146.0,9,5,4089.3,1,1,5,7,At Risk,0,Inactive Customers
14147.0,78,2,483.4,4,1,3,8,Promising,0,Inactive Customers
14148.0,234,1,157.2,5,1,1,7,New Customers,1,Inactive Customers
14149.0,221,1,446.62,5,1,2,8,New Customers,1,Inactive Customers
14150.0,36,2,658.64,3,1,3,7,Others,0,Inactive Customers
14152.0,75,2,621.29,4,1,3,8,Promising,0,Inactive Customers
14154.0,239,2,1150.62,5,1,4,10,Promising,1,Inactive Customers
14155.0,266,1,118.75,5,1,1,7,New Customers,1,Inactive Customers
14156.0,10,51,70571.29,1,1,5,7,At Risk,3,High-Value Active Customers
14157.0,20,2,432.88,2,1,2,5,About to Sleep,0,Inactive Customers
14158.0,40,1,507.66,3,1,3,7,Others,0,Inactive Customers
14159.0,20,11,4676.06,2,1,5,8,At Risk,0,Inactive Customers
14161.0,216,3,1110.52,5,1,4,10,Promising,1,Inactive Customers
14162.0,174,2,289.36,4,1,2,7,New Customers,1,Inactive Customers
14163.0,87,4,2314.11,4,1,5,10,Promising,0,Inactive Customers
14164.0,81,1,1273.77,4,1,4,9,Promising,0,Inactive Customers
14165.0,276,1,122.54,5,1,1,7,New Customers,1,Inactive Customers
14167.0,39,4,574.84,3,1,3,7,Others,0,Inactive Customers
14171.0,98,1,363.79,4,1,2,7,New Customers,0,Inactive Customers
14173.0,11,4,433.89,1,1,2,4,At Risk,0,Inactive Customers
14174.0,33,1,134.46,2,1,1,4,About to Sleep,0,Inactive Customers
14175.0,60,3,3069.75,3,1,5,9,Others,0,Inactive Customers
14176.0,297,4,576.9000000000001,5,1,3,9,Promising,1,Inactive Customers
14177.0,86,4,559.41,4,1,3,8,Promising,0,Inactive Customers
14178.0,9,7,1620.93,1,1,4,6,At Risk,0,Inactive Customers
14179.0,41,2,719.78,3,1,3,7,Others,0,Inactive Customers
14180.0,11,25,4170.67,1,1,5,7,At Risk,2,High-Value Active Customers
14184.0,67,1,452.89,3,1,2,6,About to Sleep,0,Inactive Customers
14185.0,331,1,32.65,5,1,1,7,New Customers,1,Inactive Customers
14188.0,31,6,2054.36,2,1,5,8,At Risk,0,Inactive Customers
14189.0,2,15,4636.8,1,1,5,7,At Risk,2,High-Value Active Customers
14191.0,2,13,4684.76,1,1,5,7,At Risk,2,High-Value Active Customers
14193.0,68,2,853.39,3,1,3,7,Others,0,Inactive Customers
14194.0,5,21,11246.37,1,1,5,7,At Risk,2,High-Value Active Customers
14195.0,202,2,375.2,5,1,2,8,New Customers,1,Inactive Customers
14196.0,107,1,335.52,4,1,2,7,New Customers,0,Inactive Customers
14198.0,18,4,681.45,2,1,3,6,At Risk,0,Inactive Customers
14199.0,218,1,185.4,5,1,1,7,New Customers,1,Inactive Customers
14201.0,60,7,747.44,3,1,3,7,Others,0,Inactive Customers
14204.0,2,1,161.03,1,1,1,3,Hibernating,0,Inactive Customers
14205.0,17,2,466.7,2,1,3,6,At Risk,0,Inactive Customers
14206.0,239,1,328.16,5,1,2,8,New Customers,1,Inactive Customers
14208.0,95,1,151.74,4,1,1,6,New Customers,0,Inactive Customers
14209.0,11,6,2033.53,1,1,5,7,At Risk,0,Inactive Customers
14210.0,106,6,1905.84,4,1,5,10,Promising,0,Inactive Customers
14211.0,53,9,2241.1,3,1,5,9,Others,0,Inactive Customers
14212.0,90,1,678.8,4,1,3,8,Promising,0,Inactive Customers
14214.0,31,5,970.48,2,1,4,7,At Risk,0,Inactive Customers
14215.0,12,6,1789.72,1,1,4,6,At Risk,0,Inactive Customers
14216.0,3,4,1799.3,1,1,4,6,At Risk,0,Inactive Customers
14217.0,2,17,1969.08,1,1,5,7,At Risk,2,High-Value Active Customers
14218.0,43,1,169.48000000000002,3,1,1,5,About to Sleep,0,Inactive Customers
14219.0,4,1,89.94,1,1,1,3,Hibernating,0,Inactive Customers
14220.0,247,2,632.4000000000001,5,1,3,9,Promising,1,Inactive Customers
14221.0,42,9,3354.3,3,1,5,9,Others,0,Inactive Customers
14222.0,177,1,683.17,4,1,3,8,Promising,1,Inactive Customers
14223.0,92,3,991.13,4,1,4,9,Promising,0,Inactive Customers
14224.0,110,4,959.37,4,1,4,9,Promising,0,Inactive Customers
14226.0,30,4,1872.69,2,1,4,7,At Risk,0,Inactive Customers
14227.0,26,10,3350.96,2,1,5,8,At Risk,0,Inactive Customers
14229.0,52,3,1547.2,3,1,4,8,Others,0,Inactive Customers
14231.0,184,3,845.8100000000001,5,1,3,9,Promising,1,Inactive Customers
14232.0,43,5,2048.07,3,1,5,9,Others,0,Inactive Customers
14233.0,49,4,1230.72,3,1,4,8,Others,0,Inactive Customers
14234.0,22,4,775.46,2,1,3,6,At Risk,0,Inactive Customers
14235.0,75,5,3144.86,4,1,5,10,Promising,0,Inactive Customers
14236.0,81,2,490.86,4,1,3,8,Promising,0,Inactive Customers
14237.0,373,1,127.1,5,1,1,7,New Customers,1,Inactive Customers
