Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13034.0,55,2,642.77,3,1,3,7,Others
13035.0,74,2,921.88,4,1,4,9,Promising
13037.0,138,3,881.07,4,1,4,9,Promising
13038.0,80,3,908.46,4,1,4,9,Promising
13040.0,9,2,676.99,1,1,3,5,At Risk
13043.0,273,1,516.42,5,1,3,9,Promising
13044.0,291,1,560.47,5,1,3,9,Promising
13045.0,99,1,305.28000000000003,4,1,2,7,New Customers
13046.0,31,2,544.31,2,1,3,6,At Risk
13047.0,32,10,3237.54,2,1,5,8,At Risk
13048.0,14,4,1835.91,1,1,4,6,At Risk
13049.0,64,2,656.6800000000001,3,1,3,7,Others
13050.0,15,17,5796.91,2,1,5,8,At Risk
13052.0,212,1,348.15000000000003,5,1,2,8,New Customers
13055.0,78,3,1214.41,4,1,4,9,Promising
13058.0,25,3,271.40000000000003,2,1,2,5,About to Sleep
13059.0,250,1,183.4,5,1,1,7,New Customers
13060.0,254,1,307.53000000000003,5,1,2,8,New Customers
13061.0,72,1,248.61,4,1,2,7,New Customers
13062.0,191,1,271.5,5,1,2,8,New Customers
13064.0,13,4,1099.54,1,1,4,6,At Risk
13065.0,373,1,205.86,5,1,1,7,New Customers
13066.0,24,2,430.90000000000003,2,1,2,5,About to Sleep
13067.0,82,1,115.46000000000001,4,1,1,6,New Customers
13068.0,10,2,344.0,1,1,2,4,At Risk
13069.0,1,24,4070.36,1,1,5,7,At Risk
13070.0,192,1,228.8,5,1,1,7,New Customers
13072.0,267,1,177.15,5,1,1,7,New Customers
13075.0,130,1,919.61,4,1,4,9,Promising
13077.0,1,4,729.27,1,1,3,5,At Risk
13078.0,3,26,11515.94,1,1,5,7,At Risk
13079.0,4,5,220.10000000000002,1,1,1,3,Hibernating
13080.0,179,1,58.08,4,1,1,6,New Customers
13081.0,12,11,28214.76,1,1,5,7,At Risk
13082.0,126,9,1963.96,4,1,5,10,Promising
13083.0,4,2,286.8,1,1,2,4,At Risk
13085.0,158,2,416.08,4,1,2,7,New Customers
13089.0,3,94,55414.66,1,2,5,8,At Risk
13090.0,9,13,8744.27,1,1,5,7,At Risk
13091.0,28,1,345.82,2,1,2,5,About to Sleep
13092.0,71,5,477.83,3,1,3,7,Others
13093.0,276,8,7832.47,5,1,5,11,Promising
13094.0,21,12,1622.0400000000002,2,1,4,7,At Risk
13095.0,71,1,74.39999999999999,3,1,1,5,About to Sleep
13097.0,33,10,5722.27,2,1,5,8,At Risk
13098.0,1,28,27245.4,1,1,5,7,At Risk
13101.0,234,1,101.19,5,1,1,7,New Customers
13102.0,1,24,6166.33,1,1,5,7,At Risk
13103.0,40,1,243.94,3,1,2,6,About to Sleep
13104.0,3,6,1098.48,1,1,4,6,At Risk
13106.0,133,1,76.5,4,1,1,6,New Customers
13107.0,44,4,1531.6200000000001,3,1,4,8,Others
13108.0,373,1,350.06,5,1,2,8,New Customers
13109.0,60,2,786.54,3,1,3,7,Others
13110.0,31,7,1454.77,2,1,4,7,At Risk
13113.0,1,24,10545.960000000001,1,1,5,7,At Risk
13115.0,12,4,2214.88,1,1,5,7,At Risk
13116.0,138,1,469.24,4,1,3,8,Promising
13117.0,22,8,948.96,2,1,4,7,At Risk
13118.0,20,5,1172.81,2,1,4,7,At Risk
13120.0,239,1,30.6,5,1,1,7,New Customers
13121.0,269,1,283.73,5,1,2,8,New Customers
13122.0,94,2,922.39,4,1,4,9,Promising
13124.0,90,3,3796.48,4,1,5,10,Promising
13126.0,5,8,2062.74,1,1,5,7,At Risk
13127.0,78,1,259.17,4,1,2,7,New Customers
13130.0,94,1,64.0,4,1,1,6,New Customers
13131.0,23,3,1073.3,2,1,4,7,At Risk
13132.0,262,1,77.3,5,1,1,7,New Customers
13133.0,274,2,109.8,5,1,1,7,New Customers
13134.0,86,4,1793.58,4,1,4,9,Promising
13136.0,56,5,2607.61,3,1,5,9,Others
13137.0,11,8,3650.41,1,1,5,7,At Risk
13138.0,22,6,962.39,2,1,4,7,At Risk
13139.0,16,7,5064.9400000000005,2,1,5,8,At Risk
13140.0,108,3,423.72,4,1,2,7,New Customers
13141.0,85,5,2388.75,4,1,5,10,Promising
13142.0,19,1,307.09000000000003,2,1,2,5,About to Sleep
13144.0,333,1,110.95,5,1,1,7,New Customers
13145.0,40,3,323.52,3,1,2,6,About to Sleep
13146.0,26,1,228.91,2,1,1,4,About to Sleep
13147.0,10,4,712.8,1,1,3,5,At Risk
13148.0,29,12,3602.42,2,1,5,8,At Risk
13149.0,14,4,1676.06,1,1,4,6,At Risk
13151.0,296,1,1118.27,5,1,4,10,Promising
13153.0,6,1,486.22,1,1,3,5,At Risk
13155.0,33,4,971.76,2,1,4,7,At Risk
13157.0,49,4,1741.22,3,1,4,8,Others
13158.0,95,4,1201.06,4,1,4,9,Promising
13159.0,9,4,1437.85,1,1,4,6,At Risk
13160.0,22,1,91.8,2,1,1,4,About to Sleep
13161.0,313,1,112.75,5,1,1,7,New Customers
13162.0,122,4,1688.29,4,1,4,9,Promising
13165.0,46,2,1021.48,3,1,4,8,Others
13166.0,283,1,417.2,5,1,2,8,New Customers
13167.0,19,4,749.5699999999999,2,1,3,6,At Risk
13168.0,36,4,1319.19,3,1,4,8,Others
13169.0,64,2,712.88,3,1,3,7,Others
13170.0,27,1,116.00999999999999,2,1,1,4,About to Sleep
13171.0,22,3,335.21,2,1,2,5,About to Sleep
13173.0,4,2,353.65000000000003,1,1,2,4,At Risk
13174.0,16,3,2715.13,2,1,5,8,At Risk
13176.0,46,1,459.94,3,1,3,7,Others
13177.0,65,1,282.45,3,1,2,6,About to Sleep
13178.0,26,11,5725.47,2,1,5,8,At Risk
13182.0,45,1,121.18,3,1,1,5,About to Sleep
13183.0,8,9,3957.78,1,1,5,7,At Risk
13184.0,15,10,1681.13,2,1,4,7,At Risk
13185.0,268,1,71.4,5,1,1,7,New Customers
13186.0,40,3,1575.89,3,1,4,8,Others
13187.0,337,1,236.02,5,1,2,8,New Customers
13188.0,11,1,99.6,1,1,1,3,Hibernating
13189.0,19,2,260.68,2,1,2,5,About to Sleep
13192.0,95,2,911.94,4,1,4,9,Promising
13193.0,61,1,100.92999999999999,3,1,1,5,About to Sleep
13194.0,136,1,60.7,4,1,1,6,New Customers
13196.0,11,4,1723.93,1,1,4,6,At Risk
13198.0,10,6,3321.34,1,1,5,7,At Risk
13199.0,4,35,7404.04,1,1,5,7,At Risk
13200.0,19,4,870.09,2,1,3,6,At Risk
13203.0,10,4,829.51,1,1,3,5,At Risk
13207.0,15,2,250.26000000000002,2,1,2,5,About to Sleep
13208.0,59,6,1223.9,3,1,4,8,Others
13209.0,30,8,5857.71,2,1,5,8,At Risk
13210.0,94,1,353.48,4,1,2,7,New Customers
13211.0,10,3,1197.42,1,1,4,6,At Risk
13212.0,20,3,738.08,2,1,3,6,At Risk
13213.0,57,5,1470.68,3,1,4,8,Others
13216.0,268,1,333.74,5,1,2,8,New Customers
13217.0,122,3,533.98,4,1,3,8,Promising
13218.0,127,1,62.64,4,1,1,6,New Customers
13220.0,78,4,819.2900000000001,4,1,3,8,Promising
13221.0,240,2,847.41,5,1,3,9,Promising
13223.0,200,2,163.2,5,1,1,7,New Customers
13224.0,60,2,2100.27,3,1,5,9,Others
13225.0,3,6,4066.32,1,1,5,7,At Risk
13226.0,273,1,108.21000000000001,5,1,1,7,New Customers
13227.0,202,1,257.7,5,1,2,8,New Customers
13228.0,81,1,358.0,4,1,2,7,New Customers
13229.0,226,1,160.95,5,1,1,7,New Customers
13230.0,4,14,2683.61,1,1,5,7,At Risk
13232.0,13,7,1272.85,1,1,4,6,At Risk
13233.0,74,2,605.12,4,1,3,8,Promising
13235.0,212,1,997.1700000000001,5,1,4,10,Promising
13236.0,25,2,712.95,2,1,3,6,At Risk
13238.0,17,4,675.73,2,1,3,6,At Risk
13239.0,262,1,329.56,5,1,2,8,New Customers
13240.0,96,4,663.65,4,1,3,8,Promising
13242.0,112,3,270.40000000000003,4,1,2,7,New Customers
13243.0,203,1,600.07,5,1,3,9,Promising
13244.0,93,1,121.74000000000001,4,1,1,6,New Customers
13245.0,51,1,430.5,3,1,2,6,About to Sleep
13246.0,18,6,1987.3,2,1,5,8,At Risk
13247.0,18,4,501.12,2,1,3,6,At Risk
13248.0,125,2,465.68,4,1,3,8,Promising
13249.0,92,3,406.13,4,1,2,7,New Customers
13253.0,157,2,762.56,4,1,3,8,Promising
13255.0,9,2,399.51,1,1,2,4,At Risk
13258.0,12,3,698.5799999999999,1,1,3,5,At Risk
13259.0,62,1,292.32,3,1,2,6,About to Sleep
13260.0,61,1,557.62,3,1,3,7,Others
13261.0,269,2,944.1,5,1,4,10,Promising
13262.0,263,1,200.29,5,1,1,7,New Customers
13263.0,1,34,7388.52,1,1,5,7,At Risk
13265.0,53,5,1841.76,3,1,4,8,Others
13266.0,11,12,3511.0,1,1,5,7,At Risk
13267.0,3,19,4521.49,1,1,5,7,At Risk
13268.0,18,11,3174.74,2,1,5,8,At Risk
13269.0,1,15,5346.2300000000005,1,1,5,7,At Risk
13271.0,37,1,217.38,3,1,1,5,About to Sleep
13272.0,31,2,276.56,2,1,2,5,About to Sleep
13273.0,113,1,138.98,4,1,1,6,New Customers
13276.0,64,2,590.9300000000001,3,1,3,7,Others
13277.0,16,4,258.4,2,1,2,5,About to Sleep
13278.0,41,1,542.73,3,1,3,7,Others
13279.0,78,1,137.75,4,1,1,6,New Customers
13280.0,122,3,814.86,4,1,3,8,Promising
13282.0,18,3,1132.14,2,1,4,7,At Risk
13283.0,60,2,93.66,3,1,1,5,About to Sleep
13284.0,331,1,201.19,5,1,1,7,New Customers
13285.0,23,4,2658.27,2,1,5,8,At Risk
13291.0,156,1,361.11,4,1,2,7,New Customers
13292.0,39,2,578.94,3,1,3,7,Others
13294.0,190,2,873.74,5,1,3,9,Promising
13295.0,360,1,201.20000000000002,5,1,1,7,New Customers
13296.0,137,1,87.4,4,1,1,6,New Customers
13297.0,8,4,2089.85,1,1,5,7,At Risk
13298.0,1,1,360.0,1,1,2,4,At Risk
13299.0,268,1,142.5,5,1,1,7,New Customers
13300.0,169,1,371.89,4,1,2,7,New Customers
13301.0,104,4,618.09,4,1,3,8,Promising
13302.0,155,1,63.75,4,1,1,6,New Customers
13304.0,351,1,300.42,5,1,2,8,New Customers
13305.0,4,10,2000.86,1,1,5,7,At Risk
13307.0,120,1,15.0,4,1,1,6,New Customers
13308.0,23,3,1325.03,2,1,4,7,At Risk
13309.0,7,5,1456.79,1,1,4,6,At Risk
13310.0,28,3,1132.03,2,1,4,7,At Risk
13311.0,4,2,581.62,1,1,3,5,At Risk
13313.0,22,5,1555.3200000000002,2,1,4,7,At Risk
13314.0,2,3,775.94,1,1,3,5,At Risk
13316.0,37,4,4275.41,3,1,5,9,Others
13317.0,66,6,2253.73,3,1,5,9,Others
13318.0,1,3,640.76,1,1,3,5,At Risk
13319.0,5,26,10709.95,1,1,5,7,At Risk
13320.0,78,4,1548.7,4,1,4,9,Promising
13321.0,72,2,335.36,4,1,2,7,New Customers
13322.0,17,1,199.48000000000002,2,1,1,4,About to Sleep
13323.0,3,5,787.85,1,1,3,5,At Risk
13324.0,36,10,5597.31,3,1,5,9,Others
13325.0,82,1,675.3,4,1,3,8,Promising
13327.0,39,8,3627.77,3,1,5,9,Others
13328.0,316,1,1042.08,5,1,4,10,Promising
13329.0,32,2,789.0,2,1,3,6,At Risk
13330.0,93,3,1140.93,4,1,4,9,Promising
13332.0,14,1,350.90000000000003,1,1,2,4,At Risk
13334.0,82,3,3536.82,4,1,5,10,Promising
13336.0,77,1,795.12,4,1,3,8,Promising
13338.0,158,1,422.02,4,1,2,7,New Customers
13339.0,201,1,826.22,5,1,3,9,Promising
13340.0,45,7,9522.24,3,1,5,9,Others
13341.0,261,1,758.9,5,1,3,9,Promising
13343.0,178,1,303.43,4,1,2,7,New Customers
13344.0,68,3,2088.02,3,1,5,9,Others
13345.0,288,1,339.5,5,1,2,8,New Customers
13347.0,70,1,291.36,3,1,2,6,About to Sleep
13348.0,64,1,233.76000000000002,3,1,2,6,About to Sleep
13349.0,11,1,197.32,1,1,1,3,Hibernating
13350.0,16,2,829.1700000000001,2,1,3,6,At Risk
13351.0,66,1,323.94,3,1,2,6,About to Sleep
13352.0,60,1,347.98,3,1,2,6,About to Sleep
13354.0,71,1,743.53,3,1,3,7,Others
13355.0,122,1,674.7,4,1,3,8,Promising
13356.0,80,1,751.29,4,1,3,8,Promising
13357.0,257,1,594.0,5,1,3,9,Promising
13358.0,269,1,389.03000000000003,5,1,2,8,New Customers
13359.0,64,1,389.56,3,1,2,6,About to Sleep
13362.0,9,4,3090.7400000000002,1,1,5,7,At Risk
13363.0,18,2,892.5,2,1,4,7,At Risk
13364.0,71,1,134.96,3,1,1,5,About to Sleep
13365.0,34,2,2157.57,3,1,5,9,Others
13368.0,257,2,539.5,5,1,3,9,Promising
13369.0,366,1,258.28000000000003,5,1,2,8,New Customers
13370.0,372,1,754.87,5,1,3,9,Promising
13372.0,90,1,328.64,4,1,2,7,New Customers
13373.0,61,3,3312.25,3,1,5,9,Others
13375.0,89,1,778.65,4,1,3,8,Promising
13376.0,99,3,869.76,4,1,3,8,Promising
13379.0,26,3,572.56,2,1,3,6,At Risk
13381.0,32,6,3639.31,2,1,5,8,At Risk
13382.0,281,1,222.99,5,1,1,7,New Customers
13384.0,31,7,3686.35,2,1,5,8,At Risk
13385.0,330,1,484.67,5,1,3,9,Promising
13388.0,131,2,627.15,4,1,3,8,Promising
13389.0,11,3,782.96,1,1,3,5,At Risk
13390.0,75,1,544.08,4,1,3,8,Promising
13391.0,204,1,59.8,5,1,1,7,New Customers
13394.0,2,8,2520.02,1,1,5,7,At Risk
13395.0,185,1,275.82,5,1,2,8,New Customers
13396.0,29,2,1335.99,2,1,4,7,At Risk
13397.0,73,5,1416.53,4,1,4,9,Promising
13398.0,192,1,457.34000000000003,5,1,3,9,Promising
13402.0,127,2,621.23,4,1,3,8,Promising
13403.0,18,1,75.0,2,1,1,4,About to Sleep
13404.0,1,2,252.49,1,1,2,4,At Risk
13405.0,74,3,557.451,4,1,3,8,Promising
13408.0,2,62,26409.08,1,2,5,8,At Risk
13410.0,24,5,1003.06,2,1,4,7,At Risk
13411.0,107,1,213.55,4,1,1,6,New Customers
13414.0,134,2,568.5,4,1,3,8,Promising
13416.0,44,2,712.5,3,1,3,7,Others
13417.0,5,2,640.83,1,1,3,5,At Risk
13418.0,12,18,5860.48,1,1,5,7,At Risk
13419.0,64,1,221.06,3,1,1,5,About to Sleep
13420.0,150,2,159.85,4,1,1,6,New Customers
13421.0,40,2,1851.08,3,1,4,8,Others
13422.0,64,1,2594.4,3,1,5,9,Others
13425.0,108,3,1609.21,4,1,4,9,Promising
13426.0,1,10,3641.32,1,1,5,7,At Risk
13427.0,19,3,582.6,2,1,3,6,At Risk
13428.0,10,1,218.47,1,1,1,3,Hibernating
13429.0,11,4,1006.8,1,1,4,6,At Risk
13430.0,19,2,679.45,2,1,3,6,At Risk
13431.0,67,2,1269.1,3,1,4,8,Others
13434.0,74,2,534.24,4,1,3,8,Promising
13435.0,5,7,3775.33,1,1,5,7,At Risk
13436.0,2,1,179.94,1,1,1,3,Hibernating
13437.0,14,7,3190.61,1,1,5,7,At Risk
13439.0,255,1,283.71,5,1,2,8,New Customers
13441.0,92,1,296.64,4,1,2,7,New Customers
13447.0,23,3,1112.49,2,1,4,7,At Risk
13448.0,17,6,3522.42,2,1,5,8,At Risk
13449.0,24,1,291.88,2,1,2,5,About to Sleep
13450.0,27,6,1940.04,2,1,5,8,At Risk
13451.0,26,5,2976.15,2,1,5,8,At Risk
13453.0,166,2,356.98,4,1,2,7,New Customers
13455.0,25,2,1058.34,2,1,4,7,At Risk
13456.0,18,6,1717.8200000000002,2,1,4,7,At Risk
13458.0,7,14,9646.57,1,1,5,7,At Risk
13460.0,29,2,183.44,2,1,1,4,About to Sleep
13461.0,39,3,1445.0,3,1,4,8,Others
13462.0,253,1,151.5,5,1,1,7,New Customers
13464.0,58,1,657.73,3,1,3,7,Others
13466.0,184,1,307.90000000000003,5,1,2,8,New Customers
13467.0,11,2,1083.71,1,1,4,6,At Risk
13468.0,2,37,5688.02,1,1,5,7,At Risk
13470.0,99,2,165.0,4,1,1,6,New Customers
13471.0,1,4,2497.68,1,1,5,7,At Risk
13473.0,61,2,422.64,3,1,2,6,About to Sleep
13474.0,236,1,229.59,5,1,1,7,New Customers
13475.0,191,4,1406.83,5,1,4,10,Promising
13476.0,179,2,971.52,4,1,4,9,Promising
13477.0,38,6,1454.58,3,1,4,8,Others
13479.0,201,2,300.95,5,1,2,8,New Customers
13481.0,46,5,1804.56,3,1,4,8,Others
13482.0,232,1,184.64000000000001,5,1,1,7,New Customers
13483.0,66,1,140.34,3,1,1,5,About to Sleep
13484.0,241,1,313.8,5,1,2,8,New Customers
13485.0,233,1,454.24,5,1,2,8,New Customers
13486.0,78,3,1122.41,4,1,4,9,Promising
13487.0,58,3,575.4,3,1,3,7,Others
13488.0,17,13,8826.16,2,1,5,8,At Risk
13489.0,105,3,291.12,4,1,2,7,New Customers
13491.0,52,10,1181.92,3,1,4,8,Others
13492.0,136,3,1269.84,4,1,4,9,Promising
13493.0,275,2,394.95,5,1,2,8,New Customers
13494.0,312,1,316.26000000000005,5,1,2,8,New Customers
13495.0,8,5,2044.8700000000001,1,1,5,7,At Risk
13496.0,11,2,653.33,1,1,3,5,At Risk
13497.0,283,2,348.05,5,1,2,8,New Customers
13499.0,18,5,1047.75,2,1,4,7,At Risk
13500.0,23,3,1166.77,2,1,4,7,At Risk
13501.0,288,1,1340.32,5,1,4,10,Promising
13502.0,17,3,292.0,2,1,2,5,About to Sleep
13503.0,71,1,216.85,3,1,1,5,About to Sleep
13504.0,64,1,295.93,3,1,2,6,About to Sleep
13505.0,73,4,3633.63,4,1,5,10,Promising
13506.0,316,2,458.52,5,1,3,9,Promising
13507.0,3,4,2479.16,1,1,5,7,At Risk
13508.0,244,1,110.97,5,1,1,7,New Customers
13509.0,9,6,964.72,1,1,4,6,At Risk
13510.0,1,4,1791.56,1,1,4,6,At Risk
13512.0,261,1,251.21,5,1,2,8,New Customers
13513.0,127,1,205.1,4,1,1,6,New Customers
13514.0,74,1,152.20000000000002,4,1,1,6,New Customers
13515.0,73,4,891.12,4,1,4,9,Promising
13516.0,21,3,770.4100000000001,2,1,3,6,At Risk
13517.0,60,3,2128.42,3,1,5,9,Others
13518.0,86,1,659.44,4,1,3,8,Promising
13519.0,78,1,122.75,4,1,1,6,New Customers
13520.0,59,6,2984.35,3,1,5,9,Others
13521.0,1,3,1093.65,1,1,4,6,At Risk
13522.0,30,1,125.80000000000001,2,1,1,4,About to Sleep
13523.0,33,5,3452.43,2,1,5,8,At Risk
13524.0,41,5,650.1800000000001,3,1,3,7,Others
13525.0,15,2,164.78,2,1,1,4,About to Sleep
13527.0,34,7,2287.51,3,1,5,9,Others
13529.0,79,2,206.06,4,1,1,6,New Customers
13531.0,205,2,483.8,5,1,3,9,Promising
13532.0,34,1,210.31,3,1,1,5,About to Sleep
13533.0,183,3,270.79,5,1,2,8,New Customers
13534.0,2,25,5870.08,1,1,5,7,At Risk
13536.0,1,7,3448.29,1,1,5,7,At Risk
13538.0,43,7,1280.85,3,1,4,8,Others
13539.0,86,3,597.44,4,1,3,8,Promising
13544.0,40,2,291.41,3,1,2,6,About to Sleep
13546.0,12,3,626.99,1,1,3,5,At Risk
13548.0,96,2,682.41,4,1,3,8,Promising
13549.0,26,7,918.2,2,1,4,7,At Risk
13551.0,319,1,91.80000000000001,5,1,1,7,New Customers
13552.0,66,12,3740.07,3,1,5,9,Others
13555.0,74,4,4149.28,4,1,5,10,Promising
13557.0,28,2,584.0600000000001,2,1,3,6,At Risk
13558.0,6,4,605.06,1,1,3,5,At Risk
13560.0,7,1,174.37,1,1,1,3,Hibernating
13561.0,216,1,141.85999999999999,5,1,1,7,New Customers
13562.0,82,3,1799.3300000000002,4,1,4,9,Promising
13563.0,84,2,527.53,4,1,3,8,Promising
13564.0,354,2,1198.38,5,1,4,10,Promising
13565.0,19,2,240.22,2,1,2,5,About to Sleep
13566.0,41,2,874.71,3,1,4,8,Others
13568.0,173,1,192.85,4,1,1,6,New Customers
13569.0,17,2,356.8,2,1,2,5,About to Sleep
13570.0,243,1,239.49,5,1,2,8,New Customers
13571.0,13,12,2072.37,1,1,5,7,At Risk
13572.0,206,1,1384.25,5,1,4,10,Promising
13573.0,50,2,271.36,3,1,2,6,About to Sleep
13575.0,23,5,732.07,2,1,3,6,At Risk
13576.0,10,18,6683.4400000000005,1,1,5,7,At Risk
13577.0,25,4,1687.6000000000001,2,1,4,7,At Risk
13579.0,15,2,467.04,2,1,3,6,At Risk
13581.0,309,1,118.0,5,1,1,7,New Customers
13583.0,156,1,781.03,4,1,3,8,Promising
13584.0,307,1,142.4,5,1,1,7,New Customers
13587.0,64,1,413.0,3,1,2,6,About to Sleep
13588.0,16,9,2445.05,2,1,5,8,At Risk
13589.0,15,2,354.65,2,1,2,5,About to Sleep
13590.0,11,6,1720.32,1,1,4,6,At Risk
13591.0,65,3,1117.13,3,1,4,8,Others
13592.0,36,4,231.01,3,1,1,5,About to Sleep
13593.0,108,5,2037.0800000000002,4,1,5,10,Promising
13594.0,53,1,396.97,3,1,2,6,About to Sleep
13596.0,6,2,697.04,1,1,3,5,At Risk
13598.0,47,1,180.17000000000002,3,1,1,5,About to Sleep
13599.0,1,21,5033.82,1,1,5,7,At Risk
13600.0,312,1,219.52,5,1,1,7,New Customers
13601.0,45,2,693.32,3,1,3,7,Others
13602.0,65,1,428.89,3,1,2,6,About to Sleep
13603.0,26,1,164.34,2,1,1,4,About to Sleep
13606.0,29,3,280.54,2,1,2,5,About to Sleep
13607.0,40,1,678.01,3,1,3,7,Others
13610.0,12,7,1106.93,1,1,4,6,At Risk
13611.0,89,3,1171.8,4,1,4,9,Promising
13614.0,24,4,1407.06,2,1,4,7,At Risk
13615.0,319,1,417.69,5,1,2,8,New Customers
13617.0,40,3,544.18,3,1,3,7,Others
13618.0,174,1,177.34,4,1,1,6,New Customers
13621.0,117,1,213.85,4,1,1,6,New Customers
13623.0,31,5,747.78,2,1,3,6,At Risk
13626.0,253,1,257.23,5,1,2,8,New Customers
13627.0,59,5,1434.95,3,1,4,8,Others
13629.0,23,11,5715.36,2,1,5,8,At Risk
13630.0,5,7,1879.1399999999999,1,1,4,6,At Risk
13631.0,100,11,3070.42,4,1,5,10,Promising
13632.0,25,5,2121.27,2,1,5,8,At Risk
13634.0,33,5,1575.16,2,1,4,7,At Risk
13635.0,68,1,1071.03,3,1,4,8,Others
13636.0,37,5,932.47,3,1,4,8,Others
13637.0,52,3,810.5,3,1,3,7,Others
13638.0,16,1,122.64,2,1,1,4,About to Sleep
13639.0,74,1,795.74,4,1,3,8,Promising
13642.0,216,1,321.9,5,1,2,8,New Customers
13643.0,31,3,519.44,2,1,3,6,At Risk
13644.0,16,4,2548.71,2,1,5,8,At Risk
13645.0,120,1,252.1,4,1,2,7,New Customers
13647.0,10,4,1678.1200000000001,1,1,4,6,At Risk
13649.0,257,2,346.6,5,1,2,8,New Customers
13650.0,17,6,1836.3400000000001,2,1,4,7,At Risk
13651.0,40,1,79.2,3,1,1,5,About to Sleep
13652.0,46,3,1095.08,3,1,4,8,Others
13654.0,43,6,2605.63,3,1,5,9,Others
13655.0,114,2,932.97,4,1,4,9,Promising
13656.0,165,2,379.65,4,1,2,7,New Customers
13657.0,11,2,367.14,1,1,2,4,At Risk
13658.0,10,5,2472.17,1,1,5,7,At Risk
13659.0,206,2,1442.3,5,1,4,10,Promising
13662.0,86,3,829.96,4,1,3,8,Promising
13663.0,179,1,189.47,4,1,1,6,New Customers
13666.0,60,3,84.65,3,1,1,5,About to Sleep
13667.0,149,1,305.02,4,1,2,7,New Customers
13668.0,3,21,6109.52,1,1,5,7,At Risk
13669.0,51,2,218.55,3,1,1,5,About to Sleep
13670.0,75,1,349.7,4,1,2,7,New Customers
13672.0,301,2,186.39000000000001,5,1,1,7,New Customers
13673.0,19,2,366.97,2,1,2,5,About to Sleep
13675.0,151,2,486.82000000000005,4,1,3,8,Promising
13678.0,152,1,215.32,4,1,1,6,New Customers
13680.0,1,4,3722.42,1,1,5,7,At Risk
13681.0,18,4,827.83,2,1,3,6,At Risk
13682.0,187,1,59.5,5,1,1,7,New Customers
13684.0,286,1,67.23,5,1,1,7,New Customers
13685.0,3,4,20.92,1,1,1,3,Hibernating
13686.0,183,1,72.0,5,1,1,7,New Customers
13689.0,63,1,910.0,3,1,4,8,Others
13690.0,59,1,172.25,3,1,1,5,About to Sleep
13692.0,25,3,1452.3700000000001,2,1,4,7,At Risk
13694.0,4,48,40786.66,1,1,5,7,At Risk
13695.0,31,15,2444.13,2,1,5,8,At Risk
13697.0,39,1,151.3,3,1,1,5,About to Sleep
13699.0,155,1,308.58000000000004,4,1,2,7,New Customers
13700.0,26,10,2265.12,2,1,5,8,At Risk
13703.0,318,1,99.5,5,1,1,7,New Customers
13704.0,5,9,2291.11,1,1,5,7,At Risk
13705.0,8,3,546.86,1,1,3,5,At Risk
13706.0,303,1,290.89000000000004,5,1,2,8,New Customers
13707.0,267,2,770.46,5,1,3,9,Promising
13708.0,271,1,296.88,5,1,2,8,New Customers
13709.0,4,13,6253.05,1,1,5,7,At Risk
13710.0,32,1,180.48,2,1,1,4,About to Sleep
13711.0,219,2,252.06,5,1,2,8,New Customers
13712.0,247,1,228.84,5,1,1,7,New Customers
13715.0,281,5,1079.34,5,1,4,10,Promising
13716.0,269,1,138.28,5,1,1,7,New Customers
13717.0,32,6,1380.87,2,1,4,7,At Risk
13718.0,246,2,306.55,5,1,2,8,New Customers
13719.0,15,5,1016.68,2,1,4,7,At Risk
13720.0,117,4,705.7,4,1,3,8,Promising
13721.0,36,1,524.14,3,1,3,7,Others
13722.0,132,3,2314.93,4,1,5,10,Promising
13723.0,217,1,199.85000000000002,5,1,1,7,New Customers
13725.0,50,8,1980.56,3,1,5,9,Others
13726.0,39,2,1079.66,3,1,4,8,Others
13727.0,29,2,333.48,2,1,2,5,About to Sleep
13728.0,37,6,1016.14,3,1,4,8,Others
13730.0,136,2,752.6,4,1,3,8,Promising
13731.0,219,2,610.59,5,1,3,9,Promising
13732.0,28,1,491.86,2,1,3,6,At Risk
13735.0,25,4,2820.44,2,1,5,8,At Risk
13736.0,5,2,664.1,1,1,3,5,At Risk
13737.0,200,1,339.6,5,1,2,8,New Customers
13739.0,18,1,216.9,2,1,1,4,About to Sleep
13740.0,241,1,350.75,5,1,2,8,New Customers
13741.0,72,3,668.4300000000001,4,1,3,8,Promising
13742.0,17,12,2997.42,2,1,5,8,At Risk
13743.0,3,7,1202.4,1,1,4,6,At Risk
13744.0,95,2,1114.6,4,1,4,9,Promising
13745.0,162,1,300.04,4,1,2,7,New Customers
13747.0,374,1,79.6,5,1,1,7,New Customers
13748.0,96,5,948.25,4,1,4,9,Promising
13750.0,54,5,1647.26,3,1,4,8,Others
13751.0,288,1,296.25,5,1,2,8,New Customers
13752.0,124,6,1140.33,4,1,4,9,Promising
13753.0,288,1,741.26,5,1,3,9,Promising
13754.0,152,2,282.6,4,1,2,7,New Customers
13755.0,4,9,2098.45,1,1,5,7,At Risk
13756.0,2,14,4834.320000000001,1,1,5,7,At Risk
13758.0,12,7,3079.82,1,1,5,7,At Risk
13759.0,33,2,659.4100000000001,2,1,3,6,At Risk
13760.0,54,2,286.79,3,1,2,6,About to Sleep
13761.0,50,2,1070.65,3,1,4,8,Others
13762.0,219,1,306.72,5,1,2,8,New Customers
13763.0,63,1,1714.96,3,1,4,8,Others
