level_0,index,Customer ID,frequency,recency,T,monetary_value,predicted_purchases,expected_average_profit,CLV_12_months,Cluster,Cluster_Name,ChurnProbability,ValueSegment,Adjusted_CLV,Estimated_CAC,CLV_CAC_Ratio
731,731,13914.0,1.0,25.0,36.0,305.38,0.23162585484000991,374.3274062399907,2418.719962323794,0,Inactive Customers,0.6714020246910727,Medium,794.7864824588836,483.7439924647588,1.6429898765446365
732,732,13917.0,1.0,142.0,191.0,206.66,0.10299635072868361,254.75303735566084,734.066031506136,0,Inactive Customers,0.5121606616780773,Low,358.10628709455307,146.8132063012272,2.4391966916096135
733,733,13918.0,1.0,204.0,253.0,630.6400000000001,0.08504441007871641,768.2978197662989,1829.1561667075382,0,Inactive Customers,0.4044199918604858,Medium,1089.4088446561182,365.83123334150764,2.977900040697571
734,734,13919.0,1.0,62.0,121.0,153.66,0.1328487852001372,190.5569114351839,707.5338104022085,0,Inactive Customers,0.6097452740240795,Low,276.1184132972127,141.5067620804417,1.9512736298796023
735,735,13924.0,5.0,71.0,72.0,228.57399999999998,0.48379904545912894,237.5940860600199,3219.7054357006614,0,Inactive Customers,0.4053233984156107,High,1914.6834866052548,643.9410871401324,2.973383007921946
736,736,13925.0,2.0,42.0,134.0,123.64,0.1860885687144005,137.4581069827418,716.2392047625176,0,Inactive Customers,0.6361809944595016,Medium,260.58143520581655,143.24784095250354,1.8190950277024918
737,737,13928.0,3.0,123.0,133.0,120.12333333333333,0.24552784624370372,128.834044772635,886.2711421992258,0,Inactive Customers,0.5032709882571349,Medium,440.2365886008417,177.25422843984518,2.483645058714325
738,738,13929.0,1.0,157.0,326.0,429.8,0.06354185242868854,525.0308399574575,934.4938071225658,1,Inactive Customers,0.5598807463370438,Medium,411.28871694343826,186.89876142451317,2.200596268314781
739,739,13930.0,1.0,79.0,136.0,127.34,0.1252390091078122,158.67687305354332,555.5501370764417,0,Inactive Customers,0.6086242216244656,Low,217.4288673249272,111.11002741528836,1.9568788918776718
740,740,13931.0,1.0,185.0,280.0,859.3199999999999,0.07661907967092929,1045.2859343982736,2242.5911875050933,0,Inactive Customers,0.3851987579265248,High,1378.747847541161,448.5182375010187,3.0740062103673758
741,741,13933.0,1.0,39.0,148.0,307.8,0.10645573956737057,377.25862557447283,1122.9400220739615,0,Inactive Customers,0.6730221688847972,Medium,367.1764928902019,224.5880044147923,1.6348891555760143
742,742,13939.0,2.0,288.0,311.0,192.025,0.1070500665674932,212.3761477727705,637.5675091627419,0,Inactive Customers,0.2181917965337638,Medium,498.4555089269663,127.51350183254839,3.9090410173311803
743,743,13940.0,3.0,127.0,144.0,206.84,0.23397115612826586,220.9031490960948,1448.2866596127963,0,Inactive Customers,0.4387916045026097,Medium,812.7906324615725,289.65733192255925,2.806041977486952
744,744,13941.0,4.0,351.0,372.0,817.99,0.1449465391994666,856.2387914307579,3483.903171624662,0,Inactive Customers,0.0982176618781681,High,3141.7223478977535,696.7806343249324,4.5089116906091595
745,745,13946.0,2.0,188.0,267.0,143.1,0.11947101193522239,158.77718388226594,531.8180311952734,0,Inactive Customers,0.4019387475752892,Medium,318.0597577986892,106.36360623905469,2.9903062621235543
746,746,13949.0,5.0,92.0,94.0,377.884,0.4265165074606822,392.30039717732143,4688.316995840706,0,Inactive Customers,0.3054409837842202,High,3256.312840338841,937.6633991681413,3.472795081078899
747,747,13950.0,3.0,235.0,246.0,183.58333333333334,0.16344220001031026,196.2110045308525,899.4165965424131,0,Inactive Customers,0.1648197322151724,Medium,751.1749939504108,179.88331930848264,4.175901338924137
748,748,13951.0,2.0,118.0,294.0,230.945,0.10770869029518496,255.01430157181878,770.2015214874025,1,Inactive Customers,0.4935151943954497,Medium,390.0953678868759,154.0403042974805,2.5324240280227515
749,749,13952.0,1.0,21.0,238.0,1208.31,0.05356952183760191,1467.999254869731,2201.1886945680385,1,Inactive Customers,0.5313628192771619,High,1031.55886406135,440.2377389136077,2.3431859036141907
750,750,13953.0,1.0,108.0,115.0,161.32000000000002,0.1442856042923903,199.83506850218117,805.7774296288353,0,Inactive Customers,0.5802531758427375,Low,338.2225170643057,161.15548592576707,2.0987341207863124
751,751,13954.0,1.0,69.0,70.0,163.66,0.18502819326107436,202.66938802395316,1047.0242373958042,0,Inactive Customers,0.630236422589661,Low,387.15142765480465,209.40484747916085,1.8488178870516951
752,752,13955.0,1.0,151.0,305.0,117.86,0.06761756809829421,147.19424524739006,278.75006403114895,1,Inactive Customers,0.4908682888714235,Low,141.9204970773791,55.75001280622979,2.5456585556428823
753,753,13956.0,4.0,266.0,271.0,219.1875,0.18535952279896373,230.13749067883873,1196.907103763265,0,Inactive Customers,0.167014754465469,Medium,997.0059577102677,239.381420752653,4.164926227672655
754,754,13959.0,2.0,283.0,362.0,191.73,0.09467472766483101,212.0529654662258,563.1578321906721,0,Inactive Customers,0.1872335254089188,Medium,457.7158059079683,112.63156643813443,4.063832372955406
755,755,13960.0,1.0,50.0,71.0,102.12,0.18050875227665575,128.1292070966673,645.7835868798674,0,Inactive Customers,0.6632380907674087,Low,217.47531366873514,129.15671737597347,1.6838095461629565
756,756,13962.0,1.0,224.0,245.0,51.95,0.08826232579961422,67.36091205081206,166.42794736067154,0,Inactive Customers,0.4019357295644391,Low,99.53460891834796,33.28558947213431,2.990321352177804
757,757,13963.0,3.0,59.0,367.0,171.08,0.08413087602072722,182.93592437258621,431.92486413805585,1,Inactive Customers,0.5726067664517511,Medium,184.60176433385178,86.38497282761118,2.136966167741244
758,758,13969.0,16.0,358.0,365.0,527.5875,0.46248132281966076,533.6331958698744,6931.591467540895,2,High-Value Active Customers,0.0029484982805576,High,6911.153682017322,1386.318293508179,4.985257508597211
759,759,13971.0,7.0,267.0,285.0,346.3971428571429,0.2739678424743206,355.7847828339323,2736.097864381423,0,Inactive Customers,0.0898511464470188,High,2490.256334475512,547.2195728762846,4.550744267764906
760,760,13972.0,1.0,131.0,201.0,44.349999999999994,0.0977833860003905,58.15542984334744,159.1108340577992,0,Inactive Customers,0.5310591953162859,Low,74.61356255696126,31.82216681155984,2.3447040234185703
761,761,13975.0,4.0,245.0,276.0,461.88,0.18266327605631397,483.89409645910047,2480.115344027176,0,Inactive Customers,0.049303121960879,High,2357.8379147435567,496.02306880543523,4.753484390195604
762,762,13978.0,1.0,31.0,45.0,37.8,0.21581861699787974,50.22175767770359,302.4398579529803,0,Inactive Customers,0.6695037101450966,Low,99.95525095770398,60.48797159059606,1.6524814492745168
763,763,13982.0,3.0,326.0,365.0,481.07,0.12076545995374627,512.0595259397124,1735.454706378068,0,Inactive Customers,0.1120916496059434,High,1540.9247255237522,347.09094127561366,4.439541751970282
764,764,13983.0,7.0,337.0,366.0,200.58142857142857,0.2254544070044795,206.2432408365698,1305.6535201525403,0,Inactive Customers,0.0475121447570776,High,1243.6191211004648,261.13070403050807,4.762439276214612
765,765,13984.0,3.0,340.0,366.0,111.07666666666667,0.1205631327074021,119.2289881078697,403.4115514789828,0,Inactive Customers,0.1722837523168403,Medium,333.91029566222545,80.68231029579657,4.138581238415798
766,766,13985.0,14.0,260.0,264.0,473.94500000000005,0.5263193415897337,480.1885803764695,7095.311001079726,2,High-Value Active Customers,0.0265357778393888,High,6907.031404653703,1419.0622002159453,4.867321110803056
767,767,13988.0,5.0,235.0,254.0,684.0,0.22909466588524974,709.4799372883915,4560.828654465785,0,Inactive Customers,0.074896227518513,High,4219.239793887962,912.165730893157,4.625518862407435
768,768,13989.0,1.0,174.0,239.0,304.61,0.08757139324579664,373.39474554265547,915.2681712107004,0,Inactive Customers,0.4106846636968735,Medium,539.3815701245815,183.0536342421401,2.9465766815156322
769,769,13991.0,4.0,131.0,143.0,182.40499999999997,0.28624615373290785,191.67811368073419,1537.944819556067,0,Inactive Customers,0.3096365299117439,Medium,1061.7409224329833,307.5889639112134,3.4518173504412806
770,770,13993.0,8.0,288.0,330.0,369.31375,0.272950925526651,378.01251342395824,2896.983652449708,0,Inactive Customers,0.0936537809527782,High,2625.670180039404,579.3967304899417,4.5317310952361085
771,771,13994.0,5.0,145.0,148.0,404.914,0.33049226506965373,420.3073062222659,3894.6467283964557,0,Inactive Customers,0.2499757546312557,High,2921.0794734434003,778.9293456792911,3.750121226843721
772,772,13995.0,4.0,230.0,245.0,270.81,0.19959278926720714,284.11340827782334,1590.8429024969798,0,Inactive Customers,0.1596260210557815,High,1336.9029798465565,318.168580499396,4.201869894721092
773,773,13999.0,11.0,351.0,361.0,327.24636363636364,0.3340557615872358,332.85679305206486,3122.6817052166602,0,Inactive Customers,0.0221566010601051,High,3053.493692436486,624.5363410433321,4.889216994699474
774,774,14001.0,2.0,328.0,373.0,870.9200000000001,0.09268030132571625,956.1281884563492,2485.8688468963996,0,Inactive Customers,0.1598823977970327,High,2088.4221750456586,497.17376937928,4.200588011014836
775,775,14002.0,1.0,22.0,156.0,304.94,0.09315958684645909,373.7944572700848,973.7743394567474,0,Inactive Customers,0.6319068370021935,Medium,358.43967665673387,194.75486789134948,1.8404658149890325
776,776,14004.0,6.0,245.0,288.0,613.77,0.23994581255543276,632.7736200829212,4261.649677094636,0,Inactive Customers,0.0596755032597872,High,4007.333587897104,852.3299354189272,4.701622483701064
777,777,14005.0,4.0,206.0,215.0,646.69,0.2191466522857292,677.1293975674997,4162.0672777252785,0,Inactive Customers,0.1837507730442889,High,3397.2841979809195,832.4134555450557,4.081246134778556
778,778,14006.0,2.0,197.0,312.0,320.9,0.10570268445590963,353.562994403098,1048.0665097111837,0,Inactive Customers,0.3458333596913721,Medium,685.610147477755,209.61330194223675,3.2708332015431396
779,779,14009.0,1.0,7.0,205.0,314.7,0.05767425862778961,385.6162344207236,622.3021891544383,1,Inactive Customers,0.6891996079563615,Medium,193.41176435881394,124.46043783088767,1.5540019602181927
780,780,14013.0,2.0,165.0,275.0,177.26,0.11621306670510904,196.20059944689825,639.2802282677684,0,Inactive Customers,0.4322997579234503,Medium,362.91954034236403,127.85604565355368,2.838501210382748
781,781,14016.0,3.0,196.0,357.0,1195.8233333333333,0.12098635629964302,1270.929784008603,4315.1211349063215,1,Inactive Customers,0.140224504951662,High,3710.035409957629,863.0242269812643,4.2988774752416905
782,782,14019.0,2.0,92.0,138.0,492.74,0.18670330424402717,541.8194267984849,2832.675872687569,0,Inactive Customers,0.4930527819849492,High,1436.0171531973194,566.5351745375139,2.534736090075254
783,783,14020.0,1.0,72.0,88.0,311.65999999999997,0.1646031981986788,381.9340415377377,1756.0075356657758,0,Inactive Customers,0.5936238548263676,Medium,713.5995732397078,351.2015071331552,2.0318807258681617
784,784,14021.0,2.0,101.0,256.0,216.5,0.11981146051048999,239.18932388355435,803.3761334873278,1,Inactive Customers,0.5613755663612021,Medium,352.38040154980644,160.67522669746558,2.193122168193989
785,785,14023.0,1.0,243.0,250.0,310.93,0.08746834840596877,381.0498307467576,933.0309450540432,0,Inactive Customers,0.3439570501809157,Medium,612.1083734657425,186.60618901080863,3.2802147490954217
786,786,14024.0,1.0,3.0,124.0,65.25,0.10359764270141548,83.47050591387514,241.69603842046135,0,Inactive Customers,0.7264481291519742,Low,66.11640348647352,48.33920768409227,1.3677593542401287
787,787,14029.0,1.0,81.0,144.0,302.46000000000004,0.12032015536124037,370.7905630760701,1247.3541956721886,0,Inactive Customers,0.6215611332168334,Medium,472.04730828741134,249.4708391344377,1.8921943339158331
788,788,14030.0,6.0,348.0,366.0,263.1483333333333,0.19930951292011292,271.65514149682116,1520.2130880473517,0,Inactive Customers,0.0352366302734295,High,1466.6459015269986,304.04261760947037,4.823816848632852
789,789,14031.0,15.0,365.0,372.0,706.302,0.42963393704523745,714.8578413229085,8626.171949084042,2,High-Value Active Customers,0.0134626788133434,High,8510.040566744852,1725.2343898168085,4.9326866059332835
790,790,14032.0,10.0,364.0,366.0,267.173,0.30424277845870173,272.2881244376433,2326.458525503798,0,Inactive Customers,0.0320586708266045,High,2251.875357442924,465.2917051007596,4.839706645866977
791,791,14034.0,1.0,135.0,157.0,177.91,0.11898631129528028,219.9296671629493,731.7871810502486,0,Inactive Customers,0.3974583231994517,Medium,440.9322751311632,146.3574362100497,3.0127083840027415
792,792,14035.0,4.0,269.0,297.0,277.855,0.17283441388490753,291.47958270728424,1413.6994101016928,0,Inactive Customers,0.2118149679288759,High,1114.256714889932,282.7398820203386,3.9409251603556203
793,793,14037.0,1.0,188.0,364.0,35.400000000000006,0.05893876685996153,47.31476329639899,78.13396340184451,1,Inactive Customers,0.4425127012855185,Low,43.55869219475045,15.626792680368903,2.787436493572407
794,794,14038.0,2.0,129.0,207.0,422.03000000000003,0.14309169193542157,464.3542712195871,1861.9681589912198,0,Inactive Customers,0.4029431918212811,High,1111.700765937703,372.393631798244,2.985284040893594
795,795,14040.0,10.0,291.0,331.0,332.52200000000005,0.329010856459511,338.7970738295313,3129.982571640528,0,Inactive Customers,0.0504928240989476,High,2971.9409122179113,625.9965143281056,4.7475358795052625
796,796,14044.0,3.0,283.0,309.0,159.69333333333336,0.13768706494901062,170.84643521752417,659.9853995647894,0,Inactive Customers,0.0731843240104623,Medium,611.6848142408654,131.9970799129579,4.634078379947688
797,797,14045.0,1.0,228.0,337.0,408.0,0.06646527558042756,498.6256409939405,928.398665152275,0,Inactive Customers,0.5612881260246324,Medium,407.2995181851844,185.67973303045503,2.193559369876838
798,798,14047.0,4.0,364.0,372.0,255.4225,0.1449954337900406,268.02440770531376,1090.9177217533484,0,Inactive Customers,0.1278954769354973,High,951.3942794323177,218.18354435066968,4.360522615322513
799,799,14049.0,3.0,301.0,317.0,1516.0466666666664,0.1350483818471131,1610.9183538737504,6104.021189705343,0,Inactive Customers,0.0143668133748774,High,6016.325856436549,1220.8042379410688,4.928165933125612
800,800,14050.0,1.0,75.0,106.0,260.38,0.14776443047218157,319.8212615905291,1320.4682219487677,0,Inactive Customers,0.5614379086137895,Medium,579.1073050268824,264.09364438975354,2.1928104569310527
801,801,14051.0,21.0,366.0,366.0,712.9509523809525,0.5925746335700964,719.0974777943184,11968.747399249492,2,High-Value Active Customers,0.0133044354918635,High,11809.509971557767,2393.7494798498988,4.933477822540682
802,802,14053.0,1.0,35.0,159.0,106.0,0.09778835776024558,132.82884801310976,363.2415987537853,0,Inactive Customers,0.6879135880188538,Low,113.36276723736403,72.64831975075707,1.5604320599057306
803,803,14056.0,22.0,283.0,284.0,346.1677272727273,0.7537707383689843,349.1017236747527,7388.942234895776,2,High-Value Active Customers,0.0023459102734071,High,7371.608439397322,1477.7884469791552,4.9882704486329645
804,804,14057.0,12.0,337.0,360.0,408.7833333333333,0.3612314683241858,415.12184675044597,4211.350351547263,2,High-Value Active Customers,0.0141325228202877,High,4151.833346599795,842.2700703094526,4.929337385898561
805,805,14060.0,18.0,368.0,372.0,312.01444444444445,0.5072664436551341,315.272664638784,4491.976417358971,2,High-Value Active Customers,0.0147397006359689,High,4425.766029703268,898.3952834717943,4.926301496820155
806,806,14062.0,10.0,355.0,364.0,920.183,0.30553977818869077,936.8890983224275,8038.950590482968,2,High-Value Active Customers,0.0278879045725351,High,7814.761103552255,1607.7901180965937,4.860560477137325
807,807,14064.0,4.0,245.0,274.0,214.3875,0.18367751305093546,225.11866353030607,1160.2003110930207,0,Inactive Customers,0.1972770550187238,Medium,931.3194104887823,232.04006221860413,4.013614724906381
808,808,14067.0,1.0,33.0,96.0,150.03,0.14695646624563266,186.1600824334607,764.2652952941252,0,Inactive Customers,0.6456575456006759,Low,270.8116405467445,152.85305905882504,1.7717122719966205
809,809,14071.0,6.0,261.0,264.0,199.41166666666666,0.2565151090890068,206.01034459755357,1483.080970896809,0,Inactive Customers,0.0407358005085157,High,1422.6664803283809,296.6161941793618,4.796320997457422
810,810,14075.0,2.0,257.0,261.0,317.16999999999996,0.12233258119909049,349.4766554084821,1198.54560115885,0,Inactive Customers,0.2890137633962935,Medium,852.1494263658578,239.70912023177004,3.554931183018532
811,811,14077.0,4.0,234.0,274.0,95.5775,0.18357385127134931,100.89223571423065,519.6776632067517,0,Inactive Customers,0.2435509463181699,Medium,393.1096765523322,103.93553264135035,3.7822452684091505
812,812,14078.0,5.0,272.0,373.0,182.62599999999998,0.16964722579833905,189.98544910859152,904.8867142037982,0,Inactive Customers,0.1218965404980577,Medium,794.5841541997006,180.97734284075966,4.390517297509711
813,813,14081.0,1.0,67.0,369.0,511.0,0.038673212365079986,623.3841498582636,675.4943353368708,1,Inactive Customers,0.5025533360812182,Medium,336.0224036093612,135.09886706737416,2.487233319593909
814,814,14083.0,7.0,367.0,371.0,101.27,0.22315301452518554,104.39424438730762,654.1485850385691,0,Inactive Customers,0.0522228528797372,Medium,619.9870797206116,130.8297170077138,4.738885735601314
815,815,14085.0,15.0,366.0,368.0,272.70933333333335,0.4334062938792844,276.1644867588024,3361.6879813844407,2,High-Value Active Customers,0.012605186963605,High,3319.3132758657857,672.3375962768882,4.936974065181974
816,816,14088.0,11.0,312.0,322.0,3851.627272727273,0.3655282412351556,3914.01700016465,40172.93760521255,2,High-Value Active Customers,0.0001991451918636,High,40164.93735784544,8034.587521042511,4.999004274040682
817,817,14092.0,11.0,351.0,358.0,347.84181818181816,0.3363026551440699,353.7840492618945,3341.299891725703,2,High-Value Active Customers,0.0235841637070517,High,3262.49812808489,668.2599783451407,4.882079181464741
818,818,14096.0,16.0,97.0,101.0,2988.345625,1.0955078931487685,3021.5099564245957,92817.64143673364,2,High-Value Active Customers,2.3801998301491762e-09,High,92817.64121580911,18563.52828734673,4.999999988099001
819,819,14099.0,10.0,338.0,354.0,270.37,0.31234285483639374,275.54187141473346,2416.838739525159,0,Inactive Customers,0.0311178188792348,High,2341.6319893682967,483.3677479050318,4.844410905603826
820,820,14101.0,5.0,253.0,326.0,556.078,0.18909760879585988,576.9346239755025,3062.374062430038,0,Inactive Customers,0.2001372810281994,High,2449.478844084009,612.4748124860076,3.999313594859003
821,821,14102.0,4.0,39.0,44.0,234.795,0.49490614020270657,246.45652082898934,3413.8069101310407,0,Inactive Customers,0.5670424724419154,High,1478.0333993710396,682.7613820262081,2.164787637790423
822,822,14107.0,6.0,313.0,364.0,389.9983333333334,0.19994916527971116,402.3027407856467,2258.540765486334,0,Inactive Customers,0.0664628059196329,High,2108.4318089282365,451.7081530972668,4.667685970401835
823,823,14108.0,1.0,71.0,101.0,289.93,0.15163008505201175,355.61362991034224,1506.517506575563,0,Inactive Customers,0.6038003320017336,Medium,596.8817359388142,301.3035013151126,1.9809983399913322
824,824,14110.0,11.0,263.0,266.0,434.4445454545455,0.42278434556570205,441.7819838598642,5243.3704819411005,2,High-Value Active Customers,0.0517198307205347,High,4972.184248210058,1048.67409638822,4.741400846397327
825,825,14111.0,3.0,227.0,241.0,194.55000000000004,0.1658741965433552,207.8545699056049,966.9343653578337,0,Inactive Customers,0.2131139247105027,Medium,760.8671878189666,193.38687307156675,3.9344303764474864
826,826,14112.0,4.0,253.0,275.0,574.5125,0.18323236378626076,601.6613982939134,3093.301392523339,0,Inactive Customers,0.113325771944936,High,2742.750624357286,618.6602785046679,4.4333711402753195
827,827,14113.0,3.0,351.0,354.0,468.97333333333336,0.12389573130929855,499.2162132512699,1735.6985841150226,0,Inactive Customers,0.0457057140376669,High,1656.367240973878,347.13971682300456,4.771471429811665
828,828,14114.0,1.0,57.0,330.0,89.69999999999999,0.04336010898133465,113.0855111734159,137.35400832265086,1,Inactive Customers,0.6632990375467482,Low,46.2472267990485,27.47080166453017,1.6835048122662588
829,829,14116.0,4.0,102.0,121.0,265.6925,0.31563873724986385,278.762606625195,2465.7260764075327,0,Inactive Customers,0.4478983871698043,High,1361.331343582069,493.1452152815066,2.760508064150978
830,830,14121.0,3.0,56.0,59.0,826.8000000000001,0.3660779955219424,879.1291177646184,9006.713351094955,0,Inactive Customers,0.3850997305443597,High,5538.230466498,1801.342670218991,3.074501347278201
831,831,14125.0,2.0,68.0,78.0,710.0,0.2538566303636304,779.8349790693284,5538.37044141936,0,Inactive Customers,0.4202106556361213,High,3211.088167074816,1107.674088283872,2.898946721819393
832,832,14126.0,1.0,3.0,10.0,62.5,0.29150000596177716,80.1395748519636,651.1176547998253,0,Inactive Customers,0.72629808820894,Medium,178.21214691962362,130.22353095996507,1.3685095589552998
833,833,14127.0,2.0,188.0,310.0,197.54000000000002,0.10605633838445436,218.4180136052924,649.6149966881634,0,Inactive Customers,0.360925388124968,Medium,415.15245187668825,129.9229993376327,3.19537305937516
834,834,14128.0,1.0,195.0,255.0,331.96,0.0840004761786456,406.5223690129393,955.9816874292303,0,Inactive Customers,0.3866535517021968,Medium,586.3479726224591,191.19633748584607,3.066732241489016
835,835,14129.0,3.0,259.0,260.0,254.98666666666668,0.15700024594989206,272.0215862611171,1197.8893277580878,0,Inactive Customers,0.1343038819367357,High,1037.0081409095899,239.57786555161758,4.328480590316321
836,836,14132.0,10.0,181.0,183.0,327.91700000000003,0.5067930995456471,334.11033475242766,4750.852098816594,0,Inactive Customers,0.1144681021329054,High,4207.031075550928,950.1704197633188,4.427659489335473
837,837,14133.0,1.0,186.0,315.0,287.64,0.0684311913604879,352.839872771514,676.2837004312706,0,Inactive Customers,0.4315669896811894,Medium,384.42197966569194,135.25674008625413,2.8421650515940535
838,838,14135.0,13.0,371.0,372.0,307.15846153846155,0.37793141254250634,311.6208514606013,3307.6948738205383,2,High-Value Active Customers,0.0436931904819785,High,3163.1711316424335,661.5389747641077,4.781534047590107
839,839,14138.0,1.0,62.0,63.0,344.17,0.193382298059876,421.31170292782656,2274.4661014009475,0,Inactive Customers,0.5921249673137682,Medium,927.6979354526377,454.89322028018955,2.039375163431159
840,840,14140.0,1.0,28.0,31.0,394.06,0.24318622217439168,481.74084862919625,3267.638287718127,0,Inactive Customers,0.6173293950254896,Medium,1250.429120398969,653.5276575436254,1.9133530248725519
841,841,14141.0,3.0,103.0,105.0,209.99,0.2805795377457798,224.2475774484173,1762.222290166625,0,Inactive Customers,0.4863759049443094,Medium,905.1198290737995,352.444458033325,2.568120475278453
842,842,14145.0,3.0,171.0,217.0,871.1999999999999,0.17835966233034978,926.2696316830686,4632.517869591124,0,Inactive Customers,0.518462425280044,High,2230.731419769767,926.5035739182248,2.4076878735997798
843,843,14146.0,3.0,349.0,357.0,949.29,0.12305045890721479,1009.1796031220728,3484.8712610233756,0,Inactive Customers,0.0420039827461136,High,3338.4927887029226,696.9742522046752,4.7899800862694315
844,844,14147.0,1.0,207.0,285.0,300.6,0.0766778218052312,368.537642430559,791.31175287542,0,Inactive Customers,0.4876711590190197,Medium,405.4118332052918,158.262350575084,2.5616442049049013
845,845,14150.0,1.0,324.0,359.0,352.46000000000004,0.06579627064153083,431.35294601991626,795.1744266142856,0,Inactive Customers,0.2337082469771552,Medium,609.3356053291964,159.03488532285712,3.831458765114224
846,846,14152.0,1.0,159.0,234.0,306.78000000000003,0.08811270665141824,376.0231529624184,927.3628828410681,0,Inactive Customers,0.4310991259839794,Medium,527.5775545783001,185.47257656821364,2.8445043700801027
847,847,14156.0,40.0,362.0,371.0,1761.9872500000001,1.0785881971164168,1769.795350139719,53620.97998247704,3,High-Value Active Customers,2.580330710348038e-07,High,53620.9661464909,10724.195996495408,4.999998709834645
848,848,14157.0,1.0,266.0,285.0,155.71,0.07903085501753747,193.03996913588162,427.20852983873283,0,Inactive Customers,0.3017783755330925,Medium,298.28623369011933,85.44170596774657,3.491108122334537
849,849,14159.0,10.0,343.0,362.0,448.284,0.30681649982243864,456.61385755236915,3934.3072396358853,0,Inactive Customers,0.000719148965711,High,3931.4778866537117,786.8614479271771,4.996404255171445
850,850,14161.0,2.0,154.0,369.0,413.68500000000006,0.08990836639602585,455.2120463107213,1148.1014329100324,1,Inactive Customers,0.3837628712691857,Medium,707.502730508212,229.62028658200649,3.0811856436540714
851,851,14162.0,1.0,119.0,292.0,111.68,0.06674890192693483,139.70873471553068,261.1489237059072,1,Inactive Customers,0.5504008991403384,Low,117.41232128864424,52.22978474118144,2.247995504298308
852,852,14163.0,3.0,152.0,239.0,634.08,0.1656640565388452,674.5138059996692,3133.803273230211,0,Inactive Customers,0.3587970638725375,High,2009.4038600410638,626.7606546460422,3.2060146806373124
853,853,14167.0,3.0,292.0,331.0,142.16333333333333,0.13045737740647814,152.2344260060279,557.2686913763353,0,Inactive Customers,0.1700286037986644,Medium,462.5170738409081,111.45373827526706,4.149856981006677
854,854,14173.0,2.0,209.0,219.0,168.4,0.13880328885965867,186.4941749181324,725.4685403194443,0,Inactive Customers,0.2018339154353662,Medium,579.044384301591,145.09370806388887,3.9908304228231684
855,855,14175.0,2.0,270.0,329.0,1373.585,0.10223040511378106,1506.8144058098592,4320.335479661661,0,Inactive Customers,0.1558076702895561,High,3647.194073706266,864.0670959323323,4.220961648552219
856,856,14176.0,2.0,70.0,367.0,208.675,0.07813381239903738,230.6167762608012,505.4662403361623,1,Inactive Customers,0.5642031202390143,Medium,220.28061036301602,101.09324806723247,2.1789843988049284
857,857,14177.0,2.0,93.0,179.0,220.665,0.1571340165041933,243.7522198386683,1073.0287430909675,0,Inactive Customers,0.4491082656709616,Medium,591.1226652662913,214.6057486181935,2.754458671645192
858,858,14178.0,6.0,174.0,182.0,237.26,0.33325391928236564,244.991770589538,2290.111859453431,0,Inactive Customers,0.1223519022939801,High,2009.9123169832997,458.0223718906862,4.3882404885301
859,859,14179.0,1.0,12.0,52.0,168.1,0.19647882871491926,208.0473276293667,1140.8209054643905,0,Inactive Customers,0.5964043069153624,Medium,460.43040402634455,228.16418109287812,2.017978465423188
860,860,14180.0,23.0,362.0,372.0,174.03565217391306,0.636541010328126,175.52588807260835,3138.3342725049333,2,High-Value Active Customers,0.039462907647737,High,3014.4864769413434,627.6668545009867,4.802685461761315
861,861,14188.0,5.0,280.0,310.0,331.27200000000005,0.1971143445521578,344.00376216426366,1903.2503434769822,0,Inactive Customers,0.0970669738674371,High,1718.5075921235111,380.65006869539644,4.514665130662814
862,862,14189.0,13.0,366.0,368.0,332.73538461538465,0.3812130258611486,337.5455746593261,3613.9365501155135,2,High-Value Active Customers,0.0133508050058319,High,3565.6875879314725,722.7873100231027,4.93324597497084
863,863,14191.0,12.0,219.0,220.0,377.87000000000006,0.5236474658131064,383.75260061246473,5639.984570503212,2,High-Value Active Customers,0.0592112950173441,High,5306.0337802058775,1127.9969141006425,4.703943524913279
864,864,14193.0,1.0,202.0,269.0,430.85,0.08050434282702723,526.3026499992783,1186.294044900721,0,Inactive Customers,0.3906450216921882,Medium,722.8741819971652,237.2588089801442,3.046774891539059
865,865,14194.0,14.0,304.0,308.0,766.3871428571429,0.4684084159827154,776.3197778166038,10210.799828045643,2,High-Value Active Customers,0.0046387502297557,High,10163.434477997307,2042.1599656091287,4.976806248851221
866,866,14195.0,1.0,51.0,252.0,183.6,0.062216621305610696,226.821666341959,395.05936899557724,1,Inactive Customers,0.7096672451114984,Medium,114.69867494499906,79.01187379911545,1.4516637744425083
867,867,14198.0,3.0,221.0,239.0,166.04999999999998,0.16684480656100031,177.59545624173472,830.9925648205544,0,Inactive Customers,0.2347061788483349,Medium,635.9534752801449,166.1985129641109,3.826469105758325
868,868,14201.0,6.0,299.0,359.0,113.36666666666667,0.20206018844260037,117.38935381468416,665.9732833726279,0,Inactive Customers,0.1052714856652987,Medium,595.8652864185943,133.1946566745256,4.473642571673506
869,869,14205.0,1.0,248.0,264.0,243.8,0.08375728734345222,299.73877540634976,702.8845821109558,0,Inactive Customers,0.3517821077429086,Medium,455.62236231597024,140.57691642219115,3.241089461285457
870,870,14209.0,5.0,322.0,332.0,345.096,0.18700620663485806,358.32738445939174,1881.0173784282379,0,Inactive Customers,0.0889815294209033,High,1713.6415752283951,376.2034756856476,4.555092352895483
